user,text
1276994045550759938,@jfowks @nelsonmanrique @AmazoniaCovid19 @Minsa_Peru @MinCulturaPe Ibuprofeno hasta que consigan...
1276993865136963590,"@GaetanoLoHace @Minsa_Peru @Agencia_Andina @noticiAmerica @noticias_tvperu @RadioNacionalFM esta pandemia demostro q fue el gran error abrir frontera a migrantes economicos a un Peru en extremo vulnerable .. lo mejor para ti y tu familia es huir de Peru .. cualquier pais incluido vzla estara mejor a Peru durante 15 años al menos .. si se quedan, sucumbiran .. saludo"
1276993308863201280,"@MTC_GobPeru @yoeotrasyerbas @cestremadoyro2 @Minsa_Peru @DiarioElPeruano @RadioNacionalFM @Agencia_Andina @CMLNoticias @noticias_tvperu @GoreAmazonas @inforegion Por eso estamos mal. El sector transporte esta en crisis y los altos funcionarios se estan dedicando a otras cosas.
Dejen esas tareas a las Fuerzas Armadas..."
1276992797036470273,@Minsa_Peru por favor la situacion del virus covid -19 para estar enterados gracias
1276992755152150534,"@Universitario @Fede_alonso17 @SeleccionPeru @LigaFutProf @CONMEBOL @Minsa_Peru A cruzar lo dedos, señores."
1276992422866825219,"@rparrawong @Minsa_Peru Llama la atencion Jesus Maria, sera por los edificios o un sobre registro como se dijo.
Los distritos populosos como en otros lugares y pestes de otros tiempos los mas afectados."
1276992050102140930,"@Manifiesto_Peru Tambien viene..segunda parte: Uso protector transparente.. @Minsa_Peru
https://t.co/jtEZElqqfD"
1276991965557637121,@VicAZeballos @presidenciaperu @pcmperu @victorzamora @ElianaCarlin @EsSaludPeru @Minsa_Peru @maxiaguiar @RodolfoYanezW @zuletg1 @GloriaMonteneg Por favor 🙏NO dejen morir a este  medico https://t.co/Ys8ih7Vnf8
1276991827716038668,@Minsa_Peru @Agencia_Andina @noticias_tvperu @RadioNacionalFM @DiarioElPeruano Y   la    meseta🤔🤔🤔pacuando   señores
1276991826587725826,"@Patriota2020inc @Buenkikyn @BlackingRonald @pcmperu @MindefPeru @MininterPeru @MINPRODUCCION @MEF_Peru @MTPE_Peru @MINCETUR @MinCulturaPe @MinjusDH_Peru @Minsa_Peru @presidenciaperu Jaja cierto, es tonto eso de q domingo no salgas si de lunes a sabado convives con el virus 🤭"
1276991691195650052,"@pcmperu @MindefPeru @MininterPeru @MINPRODUCCION @MEF_Peru @MTPE_Peru @MINCETUR @MinCulturaPe @MinjusDH_Peru @Minsa_Peru @presidenciaperu ¿La nueva convivencia social, es ser homosexual? ¿Todos en la PCM, son homosexuales? ¿Por que, la banderita?"
1276991588410036224,"@acatnamedlogan @Patriota2020inc @Buenkikyn @BlackingRonald @pcmperu @MindefPeru @MininterPeru @MINPRODUCCION @MEF_Peru @MTPE_Peru @MINCETUR @MinCulturaPe @MinjusDH_Peru @Minsa_Peru @presidenciaperu Disponibilidad de salir a la calle? Porq trabajas de lunes a viernes o hasta sabado? No vez q todo el Peru esta trabajando por eso hay plata de sobra para gastar domingo? 😂
Misio domingo nadie sale 🤷‍♀️"
1276991402291970053,@pcmperu @presidenciaperu @PeruPaisDigital @MTC_GobPeru @Minsa_Peru @EsSaludPeru @elcomercio_peru @larepublica_pe @RPPNoticias @canalN_ @exitosape Ojala funcione por que esa app Peru en tus manos y la linea 113 no sirven para nada
1276991283400237058,@CUSCOMANIA @elcomercio_peru @pcmperu @Minsa_Peru @MinCulturaPe @congresoperu @TC_Peru @MartinVizcarraC Aprende a escribir indio acomplejado
1276990935738523648,"@pcmperu @MindefPeru @MininterPeru @MINPRODUCCION @MEF_Peru @MTPE_Peru @MINCETUR @MinCulturaPe @MinjusDH_Peru @Minsa_Peru @presidenciaperu Es el año china, de la GRATIFICANTE, natural, que somos COMO ellos SON con EMPATIA universal, salimos DEL VIRUS mundial con miedp PARA alimentos, e immediatamente #nosotros no salimos"
1276990130155331586,@ralphzapata @NinaSunqu @KarinaNovoaL @EsSaludPeru @Minsa_Peru @victorzamora atencion
1276989035739852803,@pcmperu @presidenciaperu @PeruPaisDigital @MTC_GobPeru @Minsa_Peru @EsSaludPeru @elcomercio_peru @larepublica_pe @RPPNoticias @canalN_ @exitosape Deben ayudar a los que no tenemos ingresos mensuales
1276988806135197696,@pcmperu @presidenciaperu @PeruPaisDigital @MTC_GobPeru @Minsa_Peru @EsSaludPeru @elcomercio_peru @larepublica_pe @RPPNoticias @canalN_ @exitosape Este Zeballos asno un corrupto sin merito alguno como puede ser presidente del Consejo de Ministros lamentable al igual que el asnapo Vizcarra un corrupto sin escrupulos capturo el poder y hizo golpe de estado al cerrar el congreso inconstitucionalmente
1276988594847088641,@leucocito2019 @Minsa_Peru @Agencia_Andina @noticias_tvperu @RadioNacionalFM @DiarioElPeruano Ya deja de joder terruco hpt anda ponte un bomba en el culo y deja de joder
1276988561640824839,@pcmperu @MindefPeru @MininterPeru @MINPRODUCCION @MEF_Peru @MTPE_Peru @MINCETUR @MinCulturaPe @MinjusDH_Peru @Minsa_Peru @presidenciaperu Este Zeballos asno un corrupto sin merito alguno como puede ser presidente del Consejo de Ministros lamentable al igual que el asnapo Vizcarra un corrupto sin escrupulos capturo el poder y hizo golpe de estado al cerrar el congreso inconstitucionalmente
1276988043996651521,@pcmperu @VicAZeballos @MidisPeru @Minsa_Peru @MinCulturaPe @Agencia_Andina @noticias_tvperu @RPPNoticias @canalN_ @larepublica_pe @MinjusDH_Peru @MTPE_Peru Este Zeballos asno un corrupto sin merito alguno como puede ser presidente del Consejo de Ministros lamentable al igual que el asnapo Vizcarra un corrupto sin escrupulos capturo el poder y hizo golpe de estado al cerrar el congreso inconstitucionalmente
1276987853973708803,"@covidatos @Minsa_Peru @teozka @Jlincio @rburhum @el_miranda @drhuerta Cuando lo hagas, cuenta conmigo para ayudarte"
1276987395703963648,"@cmunozrodriguez @Minsa_Peru @teozka @Jlincio @rburhum @el_miranda @drhuerta Hola. Si, eventualmente lo voy a hacer open source. Por ahora cuando vas modificando un dashboard se guarda con el id de la URL. Si copias y pegas la direccion con el parametro stateId te muestra el tablero como lo dejaste."
1276987211812990976,"@presidenciaperu @MartinVizcarraC @Minsa_Peru Pueden pf indicarme como asi identifican los departamentos que deben mantenerse con restricciones???? PIURA Y LA LIBERTAD TIENEN ENORMES NIVELES DE LETALIDAD... Si quieren castigar a Llempen, solo saquenlo pero no a costa de vidas!¡¡!"
1276986530960007168,"@pcmperu @presidenciaperu @PeruPaisDigital @MTC_GobPeru @Minsa_Peru @EsSaludPeru @elcomercio_peru @larepublica_pe @RPPNoticias @canalN_ @exitosape Sres PCM, esto de obligar a usar caretas faciales no es una necesidad publica, es mas un negociado, lo que si debe ser obligatorio es usar mascarillas quirurgicas y no las de tela simple, y debe ser obligatorio tener lavaderos de manos en todos los puntos de la ciudad. https://t.co/dpIbgKQ8PC"
1276985674965626881,@covidatos @Minsa_Peru @teozka @Jlincio @rburhum @el_miranda @drhuerta Haz considerado publicarlo en github? Se me ocurren muchas mejoras que se pueden agregar como por ejemplo persistir los datos y no volver a empezar de 0.
1276985643265134593,@Minsa_Peru @Agencia_Andina @noticiAmerica @noticias_tvperu @RadioNacionalFM Eso quiere decir que vendran a tomar la prueba rapida de casa en casa ?
